EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,Gyro_1,Gyro_2,Gyro_3,Accel_1,Accel_2,Accel_3,Word_Signed
10,36,61,22,10,13,25,19,6,12,5,-20.4,-25.9,21.2,t
11,34,53,26,11,13,29,21,6,12,5,-19.2,-27.2,21.2,t
11,27,54,33,11,13,30,23,6,11,5,-16.4,-29.1,21.3,t
14,25,59,33,9,11,38,35,6,11,5,-15.9,-29.3,21.1,t
16,28,60,34,10,9,37,41,6,11,5,-13.5,-32.1,18.8,t
18,27,57,32,9,7,31,45,5,11,4,-12.2,-34,17.4,t
21,26,54,24,10,8,32,53,5,11,4,-12.8,-34.3,17.3,t
21,25,49,21,10,8,32,55,5,11,4,-14.3,-36,18.6,t
21,20,51,24,9,7,38,53,5,11,4,-14.5,-34.6,18.5,t
22,20,53,22,9,6,35,51,5,11,4,-14.3,-35.1,19.1,t
22,13,55,18,9,5,34,54,5,11,4,-14,-33.7,19,t
22,15,53,18,8,5,30,41,6,11,4,-14.1,-33.1,19.8,t
20,13,47,17,6,6,27,34,6,11,5,-15.5,-33.2,19.8,t
20,18,47,18,5,6,25,30,6,11,5,-17.1,-31.9,20.2,t
20,17,49,19,6,5,22,25,6,11,5,-17.6,-31.7,21.3,t
19,17,51,18,6,4,23,23,6,11,5,-17,-30.3,21.6,t
19,20,45,17,6,4,17,19,6,11,5,-18,-28.5,22.2,t
16,20,37,14,6,4,14,17,6,11,5,-19,-25.6,23.8,t
14,19,28,10,5,3,12,11,6,12,5,-19.1,-22.7,25.2,t
11,17,21,10,5,2,9,9,6,12,5,-18.8,-22,25.5,t
12,16,17,10,4,2,7,8,7,12,5,-18.2,-20.4,27.4,t
9,10,18,9,4,2,7,8,7,11,5,-18.4,-17.4,28.3,t
7,9,13,8,2,1,6,5,7,11,6,-16.8,-18.8,29.6,t
7,9,10,6,2,2,5,5,7,11,6,-17.5,-17.1,32.1,t
6,12,9,3,1,2,4,4,7,11,6,-16.5,-17.9,33.1,t
6,13,11,4,2,3,3,3,7,10,6,-13.5,-21.3,34.1,t
4,14,12,4,2,3,2,2,7,10,6,-11.3,-19.7,35.4,t
3,16,10,6,2,3,1,2,7,9,6,-7.21,-20.4,37.6,t
3,18,12,9,2,3,1,2,7,9,6,-5.88,-21.9,39.5,t
3,17,15,9,3,3,1,1,7,9,6,-4.67,-24.2,40.1,t
2,18,14,10,3,3,1,1,7,8,6,-2.52,-21,40.4,t
2,20,19,11,3,2,1,1,7,8,5,-1.89,-22.6,40.3,t
2,19,19,10,3,2,1,1,7,8,5,-0.352,-23,39.5,t
2,17,19,10,2,1,1,1,7,8,5,0.82,-22.5,40.3,t
3,17,20,10,3,1,1,1,7,8,5,1.88,-21.2,37.4,t
3,16,20,9,2,1,1,1,7,8,5,2.13,-21,37.1,t
2,15,17,5,2,0,1,1,7,8,5,1.5,-21.4,37.7,t
2,16,14,5,2,0,1,1,7,8,5,0.977,-20.8,37.6,t
2,14,15,4,1,0,1,1,7,9,5,-0.43,-19.4,38.3,t
2,14,11,5,2,1,1,1,7,9,5,-0.801,-19.9,38.6,t
2,12,12,4,2,1,1,1,7,9,5,-0.82,-19.2,37.9,t
2,12,12,7,2,1,1,1,7,9,5,-0.0586,-20.2,37.2,t
1,11,11,6,2,1,1,1,7,9,5,0.0977,-20,36.9,t
2,10,11,8,2,1,1,1,7,9,5,-0.703,-20.4,37.3,t
2,11,14,10,2,1,1,1,7,9,5,-0.586,-19.4,37.6,t
2,12,12,10,1,1,1,1,7,9,5,-0.918,-19.9,37.7,t
2,13,11,9,2,2,1,1,7,9,5,-0.898,-19.3,37.6,t
3,13,11,8,1,1,1,1,7,9,5,-0.859,-19,37.9,t
2,9,14,8,1,1,1,1,7,9,5,-0.957,-19.6,37.5,t
2,8,11,6,1,1,1,1,7,9,5,-0.938,-19.3,37.5,t
3,8,10,6,1,1,1,1,7,9,5,-1.13,-19.7,37.7,t
3,7,10,5,1,1,1,1,7,9,5,-1.07,-19.5,37.7,t
3,8,9,5,2,2,1,1,7,9,5,-0.762,-19.5,37.5,t
2,10,10,4,2,2,1,1,7,9,5,-0.625,-19.8,37.3,t
3,9,10,4,1,1,1,1,7,9,5,-0.742,-19.8,37.5,t
2,8,8,4,1,1,1,1,7,9,5,-0.898,-19.8,37.2,t
2,8,9,5,2,1,1,1,7,9,5,-0.898,-19.6,37.4,t
2,8,11,4,2,1,1,1,7,9,5,-0.996,-19.6,37.5,t
2,8,11,4,1,1,1,1,7,9,5,-0.84,-19.9,37.4,t
1,8,12,4,2,1,1,1,7,9,5,-1.04,-20.2,37.2,t
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,9,5,-0.762,-23.1,35.7,t
3,3,3,3,3,3,3,3,7,9,5,-1.17,-22.7,35.3,t
3,3,3,3,3,3,3,3,7,9,5,-0.605,-23.4,35.4,t
3,3,3,3,3,3,3,3,7,9,5,-0.84,-22.7,35.4,t
3,23,28,12,1,2,5,3,7,9,5,-1.23,-23.2,34.7,t
5,22,24,11,1,2,4,4,7,9,5,-0.43,-23.4,34.9,t
4,22,22,16,1,2,5,3,7,9,5,-0.684,-23,35.3,t
4,20,23,15,1,2,5,3,7,9,5,-0.859,-23,35.5,t
5,15,23,22,2,2,4,3,7,9,5,-1.41,-22.7,36.1,t
5,14,19,26,2,2,4,3,7,9,5,-0.957,-22.6,37.9,t
5,10,21,24,5,2,4,3,7,9,5,0.488,-23.2,36,t
5,10,19,25,6,3,4,3,7,8,5,1.39,-29.2,32.2,t
4,9,19,28,6,3,6,3,6,9,5,2.64,-31.5,30.3,t
3,8,20,29,6,4,7,3,6,9,6,-7.66,-30.1,32.6,t
4,6,28,34,7,5,7,5,6,10,6,-11.1,-30,31.9,t
4,7,27,33,9,7,11,5,6,10,6,-13.3,-29.7,30.5,t
4,6,23,28,9,7,14,5,6,11,6,-17.6,-28,28.9,t
5,6,26,25,9,9,20,7,6,11,6,-17.2,-25.2,30,t
7,6,32,25,6,8,22,12,6,11,6,-19.5,-25.7,29.1,t
7,7,38,30,6,10,22,23,6,12,6,-18.9,-23.8,28.3,t
9,8,45,30,6,11,23,24,6,12,7,-22.1,-26,27.9,t
11,9,45,30,7,11,24,27,7,12,7,-24.2,-22.5,26.9,t
11,11,39,23,6,10,27,30,7,12,7,-24.8,-17.8,26.5,t
13,11,37,23,6,12,30,34,7,13,7,-24.2,-15.8,26,t
13,11,41,23,5,12,30,34,7,13,7,-23.6,-14.1,24.9,t
11,10,43,21,6,11,24,32,7,13,8,-23.1,-14.4,25.1,t
11,11,45,25,7,15,23,28,7,13,8,-24.8,-13.4,24.9,t
13,12,49,19,8,16,30,21,7,13,8,-27,-12.3,25.9,t
12,10,42,17,9,18,28,24,7,13,8,-26.4,-9.45,27.3,t
11,10,52,17,7,19,31,23,7,13,8,-29.9,-13.7,27.6,t
11,10,52,14,7,19,27,26,7,13,8,-30.3,-12.6,28.9,t
9,10,54,16,6,15,21,29,7,13,8,-29.3,-11.1,29.8,t
9,11,57,13,7,15,25,35,7,13,8,-30,-11,30.3,t
12,12,50,15,7,16,30,39,7,13,8,-30.9,-10.6,31.2,t
12,11,47,19,6,11,35,38,7,13,8,-35.6,-9.73,30.6,t
9,13,45,20,5,8,30,34,7,13,7,-34,-12.2,25.3,t
11,13,59,19,7,7,33,32,7,13,7,-33.4,-15.5,23.1,t
15,17,52,21,8,7,30,34,7,13,7,-31.3,-14.7,22.1,t
17,14,56,22,8,8,31,37,7,13,6,-28.4,-18.2,20.3,t
18,17,55,23,9,8,33,32,6,13,6,-27.5,-19.2,19.8,t
18,16,62,31,11,7,28,28,6,13,6,-24.5,-20.5,20.5,t
18,16,63,32,12,8,24,23,6,13,6,-24.7,-23.3,19.9,t
17,16,71,29,13,8,19,23,6,13,6,-24.6,-23.3,20.1,t
21,13,69,33,13,8,14,25,6,12,5,-24.5,-26.8,20.1,t
19,16,61,35,13,6,12,25,6,12,5,-22.4,-26.1,20.3,t
16,12,58,31,12,5,13,21,6,12,5,-19,-29.4,19.8,t
15,14,56,34,11,4,15,11,6,11,5,-17.6,-27,19.3,t
14,12,58,33,11,5,18,11,5,11,5,-12.4,-30.2,18.1,t
15,12,45,27,10,5,19,10,5,11,5,-11.1,-30.7,16.5,t
18,18,48,25,9,4,20,11,5,11,5,-11.9,-35.1,16.2,t
19,19,42,21,8,7,28,12,5,11,5,-14.8,-36.1,17.2,t
17,23,42,22,8,7,29,13,5,11,5,-16.3,-36.6,18.6,t
18,19,41,24,7,8,32,11,5,11,5,-16,-36.7,18.4,t
17,20,46,27,7,8,37,11,5,11,5,-15.3,-35.2,17.9,t
15,22,53,23,8,9,36,13,5,11,5,-14.8,-35.1,17.2,t
17,24,60,20,8,9,43,18,5,11,5,-14.9,-34.6,17.1,t
17,23,62,20,8,10,43,19,5,11,5,-14.7,-33.7,17.1,t
13,18,59,19,7,9,42,22,5,11,5,-14.9,-32.3,17.2,t
19,21,62,20,8,8,42,27,5,11,5,-15.7,-31.9,18,t
17,22,62,18,10,8,42,27,5,11,5,-14.8,-31.1,17.8,t
17,23,59,14,9,8,38,27,6,11,5,-13.9,-29.3,19.2,t
17,21,52,12,9,9,33,27,6,11,5,-15.7,-25.4,20.7,t
16,18,40,12,8,7,28,25,6,11,5,-13.9,-26.5,19.7,t
14,13,35,12,7,6,16,17,6,11,5,-16.6,-28.2,20.7,t
13,13,32,10,6,6,15,15,6,11,5,-16.4,-25.2,22.8,t
11,12,31,9,7,6,12,12,6,11,5,-17.7,-26.7,24.6,t
3,7,23,8,6,4,4,5,6,11,5,-14.5,-23.3,25.5,t
4,1,17,3,3,5,3,3,6,10,5,-14.5,-26.7,28.4,t
2,5,15,4,3,4,4,1,6,10,6,-11.5,-26.9,30.4,t
2,5,17,4,2,3,3,1,6,10,6,-13,-29.5,33.4,t
2,6,17,4,3,4,3,1,6,9,6,-9.34,-29.7,33.5,t
1,6,12,4,4,5,3,2,6,9,6,-10.6,-30.4,36.2,t
2,6,11,5,6,5,3,2,6,9,6,-7.05,-31.5,36.5,t
2,6,12,5,7,5,3,1,6,9,6,-7.42,-29.9,35.4,t
2,7,11,7,6,5,3,1,6,9,6,-4.22,-28.1,33.5,t
1,7,11,9,5,5,2,1,6,9,6,-3.44,-26,33.5,t
1,5,11,9,6,4,1,1,6,9,6,-1.56,-27.3,33.1,t
1,4,9,8,6,4,3,1,7,9,6,-0.293,-30,33.9,t
2,3,9,7,6,3,2,1,7,9,6,0.801,-28.5,36.1,t
2,4,9,8,5,2,2,1,7,9,6,0.137,-26.2,34.8,t
2,4,8,8,5,2,2,0,7,9,6,-2.27,-25,34.9,t
3,4,7,8,4,2,2,1,7,9,6,-2.71,-25.6,34.3,t
3,4,6,6,4,2,2,1,7,9,6,-2.25,-25.8,33.5,t
3,4,4,3,4,1,2,1,7,9,6,-1.72,-26,32.9,t
3,3,4,3,3,1,2,1,7,9,6,-1.76,-26.1,33.2,t
3,3,5,4,3,1,1,0,7,9,6,-2.15,-25.7,33.1,t
3,3,6,4,3,1,1,0,7,9,6,-2.27,-25.5,33.8,t
3,3,7,3,4,1,1,0,7,9,6,-2.19,-25.1,34,t
3,3,7,3,3,1,1,0,7,9,6,-2.15,-25,34.1,t
1,3,7,4,3,1,1,0,7,9,6,-2.13,-25,33.8,t
2,2,6,4,3,1,0,0,7,9,6,-2.3,-25.1,33.8,t
2,2,6,4,3,0,0,0,7,9,6,-2.19,-25.3,33.7,t
2,2,6,4,3,1,0,0,7,9,6,-2.15,-25.4,33.7,t
1,3,4,3,4,1,1,0,7,9,6,-2.17,-25.3,33.8,t
1,2,5,3,3,1,0,1,7,9,6,-2.19,-24.8,33.8,t
2,6,4,3,3,1,0,1,7,9,6,-2.01,-24.8,34,t
1,6,4,3,3,1,0,1,7,9,6,-1.91,-25.1,33.7,t
1,6,4,3,2,1,1,1,7,9,6,-2.25,-25.2,33.8,t
1,6,4,2,2,1,1,1,7,9,6,-2.01,-24.9,33.8,t
1,6,4,2,2,1,1,1,7,9,6,-1.95,-24.9,34.1,t
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,9,6,-1.48,-25.5,33.6,t
3,3,3,3,3,3,3,3,7,9,6,-1.17,-25.8,33.7,t
3,3,3,3,3,3,3,3,7,9,6,-0.742,-24.7,33.2,t
3,3,3,3,3,3,3,3,7,9,6,-1.41,-25.8,32.5,t
3,9,30,15,2,1,1,2,7,9,6,-1.68,-25.8,32.7,t
3,8,28,14,2,1,1,2,7,9,6,-1.41,-26.5,32.8,t
3,8,25,12,2,1,1,2,7,9,6,-1.29,-25.8,34.4,t
3,7,22,14,2,1,5,2,7,9,6,-1.11,-25.9,33.9,t
4,9,22,19,2,2,7,3,7,9,6,-1.74,-25.9,34,t
4,8,8,18,1,2,9,3,7,9,6,-3.26,-23.7,34.6,t
6,6,8,23,2,2,11,5,6,9,6,-1.09,-25.6,34.1,t
8,8,6,22,2,4,12,5,6,9,6,-2.42,-30.9,32.3,t
8,8,7,24,2,4,12,8,6,9,6,-0.176,-31,31.3,t
11,9,8,30,2,4,21,14,6,9,6,-2.6,-31,29,t
13,9,14,36,4,5,22,14,6,9,6,-6.45,-34.3,29.2,t
17,9,26,42,6,5,20,16,6,9,6,-7.09,-34.4,28.9,t
17,7,28,40,7,7,26,17,6,10,6,-10.9,-34.6,28.9,t
19,8,27,45,8,8,26,22,6,10,6,-16.7,-32.4,28.7,t
18,8,29,39,7,11,36,22,6,11,6,-18.5,-30.8,27.7,t
18,9,34,41,9,12,36,25,6,11,7,-20.2,-27.9,26.5,t
20,9,34,41,10,15,44,24,6,12,7,-20.3,-22.8,25.3,t
18,9,32,36,10,17,36,24,6,12,7,-19.7,-22.5,24.4,t
20,9,29,31,8,21,43,36,7,13,7,-20.5,-18.8,24.5,t
15,12,18,27,7,21,45,34,7,13,8,-22.5,-16.3,25.4,t
16,13,19,29,7,19,44,41,7,13,8,-23.9,-15.8,25.6,t
16,12,34,31,10,19,47,40,7,13,8,-26.3,-16.3,25.9,t
21,16,34,32,10,19,48,49,7,13,8,-25.9,-13,25.9,t
21,14,43,28,10,19,49,49,7,13,8,-24.9,-14,27.4,t
21,13,49,35,10,16,46,49,7,13,8,-27.2,-16.2,27.2,t
24,13,52,35,10,15,46,43,7,13,8,-29.2,-15.3,30.3,t
20,13,52,36,11,10,38,33,7,13,8,-30.2,-13,32.9,t
21,12,65,35,11,11,36,34,7,13,8,-31.4,-13.2,34.1,t
21,18,68,37,12,11,29,25,7,13,8,-33.8,-12.8,32.5,t
24,28,55,35,7,8,26,26,7,13,7,-33.2,-16.3,26.4,t
18,28,57,36,8,7,14,16,7,13,7,-31.9,-15.4,22.9,t
18,29,50,39,6,6,19,13,7,13,7,-26.5,-17.6,21.1,t
17,30,51,33,4,5,18,15,7,13,6,-25.2,-19.4,19.8,t
16,33,54,35,5,4,21,17,6,13,6,-23.1,-22.9,18.8,t
17,42,60,36,3,4,27,19,6,13,6,-25.6,-22.1,20,t
20,43,52,34,3,4,28,18,6,12,6,-24.8,-23.4,20.6,t
18,46,61,30,4,5,31,21,6,12,6,-24.8,-25.9,21.7,t
14,38,63,25,5,7,32,18,6,12,6,-20.5,-27,20.4,t
15,34,65,27,6,6,35,22,6,12,5,-20.2,-27.2,20.8,t
14,32,66,28,5,5,35,27,6,12,5,-17.9,-28.3,20.2,t
14,33,57,26,6,6,34,28,6,11,5,-16.2,-30,20.3,t
14,29,68,29,6,6,32,27,6,11,5,-11.4,-28.8,19.4,t
15,23,69,31,7,6,35,31,6,11,5,-10.4,-29.8,19.6,t
14,19,64,31,7,5,34,35,6,10,5,-11.2,-33.3,19.8,t
15,10,63,29,8,5,40,32,6,10,5,-12.2,-32.7,20.1,t
15,16,69,32,7,5,38,38,6,10,5,-13.7,-34.9,21.3,t
16,16,75,28,6,8,34,33,6,10,5,-14.8,-35.7,21.2,t
15,17,78,27,6,8,28,32,6,10,5,-14,-33.8,20.4,t
16,17,89,27,5,7,25,29,6,11,5,-14.1,-33.3,20.8,t
12,20,80,21,7,8,28,31,6,11,5,-14.8,-33.8,21.4,t
12,19,77,16,6,8,20,25,6,11,5,-15,-32,21.6,t
9,20,88,17,9,7,26,23,6,11,5,-14,-31.6,21.9,t
9,19,74,16,7,6,22,29,6,11,5,-13.3,-26.8,22.3,t
10,12,65,12,7,5,23,24,6,11,5,-13.2,-25.7,23.1,t
9,13,56,11,7,3,26,25,6,11,5,-13.1,-24,23.5,t
8,12,48,7,9,4,27,21,6,11,5,-15.7,-23.9,24.8,t
8,10,46,12,9,3,27,20,6,11,6,-12.8,-23.3,25.1,t
8,7,41,11,8,3,23,17,6,11,6,-14.1,-22.3,26.3,t
5,5,33,11,9,3,22,16,7,11,6,-13.2,-23.4,26.5,t
5,5,22,10,7,4,14,13,7,11,6,-12.3,-24.4,28.4,t
5,5,21,12,8,5,8,6,7,10,6,-14.8,-24.4,30.3,t
3,4,20,11,10,5,7,3,7,10,6,-11.3,-26.8,32,t
2,3,18,13,10,5,4,2,7,10,6,-12.5,-25.2,34.3,t
1,2,14,14,11,4,3,2,7,9,6,-8.91,-25.3,33.8,t
2,2,8,12,15,4,3,2,7,9,6,-8.93,-27.1,36.6,t
1,2,11,13,16,4,2,2,6,9,6,-5.47,-29,36.5,t
2,2,15,12,15,5,2,2,6,9,6,-7.6,-29.4,37.9,t
2,5,15,12,15,4,3,2,6,8,6,-4.67,-26.1,37.2,t
2,5,15,9,13,4,3,1,6,8,6,-2.64,-28.5,35.6,t
3,5,16,9,12,4,3,1,6,8,6,-0.254,-27.5,34.3,t
3,6,16,7,12,3,3,1,6,8,6,2.6,-32.9,36.7,t
3,8,17,7,11,4,3,1,7,8,6,-3.18,-25,32.8,t
3,7,15,4,7,3,3,1,7,9,6,2.48,-27.9,33.6,t
3,8,9,4,6,3,3,1,7,9,6,0.82,-26.4,33.8,t
3,7,6,4,5,3,3,1,7,9,6,-1.35,-26.4,33.6,t
2,4,5,5,5,2,2,1,7,9,6,-2.11,-26.4,33.3,t
2,4,4,6,5,2,2,1,7,9,6,-1.8,-26.7,32.9,t
1,4,3,6,4,2,2,1,7,9,6,-1.6,-26.7,32.8,t
2,3,2,6,4,2,2,1,7,9,6,-1.66,-26.8,32.7,t
1,1,2,6,2,1,1,1,7,9,6,-1.76,-26.5,32.9,t
1,1,1,6,2,1,0,1,7,9,6,-1.8,-26.2,33.1,t
1,1,1,5,2,1,0,1,7,9,6,-1.91,-25.8,33.1,t
1,1,1,4,2,1,0,1,7,9,6,-1.95,-26,33.1,t
1,1,1,3,2,0,0,1,7,9,6,-1.78,-26.1,32.9,t
1,1,1,3,2,0,0,1,7,9,6,-2.05,-26.4,33.1,t
1,1,1,4,2,0,1,1,7,9,6,-2.13,-26.2,33.3,t
1,1,2,3,3,0,1,1,7,9,6,-2.11,-25.7,33.2,t
1,1,2,2,3,0,1,1,7,9,6,-2.05,-25.4,33.5,t
1,1,2,3,2,0,1,1,7,9,6,-1.84,-25.6,33.3,t
1,1,2,2,2,0,0,1,7,9,6,-1.97,-25.6,33.5,t
1,1,2,3,3,0,0,1,7,9,6,-1.95,-25.9,33.2,t
1,1,3,3,3,0,0,1,7,9,6,-1.95,-25.9,33.3,t
1,1,2,2,3,1,1,1,7,9,6,-2.05,-25.7,33.4,t
1,1,4,3,3,1,0,1,7,9,6,-2.03,-25.9,33.2,t
1,1,3,3,3,1,0,1,7,9,6,-1.93,-25.7,33.4,t
1,1,4,3,3,1,0,0,7,9,6,-1.95,-25.6,33.3,t
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,9,6,-2.27,-22.2,36.1,t
3,3,3,3,3,3,3,3,7,9,6,-1.58,-25.7,34.7,t
3,3,3,3,3,3,3,3,7,9,6,-0.859,-23,34.7,t
3,3,3,3,3,3,3,3,7,9,6,-1.89,-23.7,35,t
5,10,26,10,3,2,3,4,7,9,6,-1.5,-24,34.5,t
4,10,23,14,3,1,2,3,7,9,6,-1.45,-23.9,34.5,t
4,11,23,14,3,1,2,3,7,9,6,-0.762,-23.5,34.8,t
3,10,20,13,3,1,2,3,7,9,6,-1.04,-23.8,35.1,t
3,11,9,13,2,1,1,3,7,9,6,-1.41,-23.4,35.4,t
2,12,10,13,2,1,1,1,7,9,6,-1.35,-23,35.3,t
2,14,14,13,2,1,1,1,7,9,6,-1.11,-22.9,35.7,t
2,14,14,14,2,1,1,1,7,9,6,-0.977,-22.6,35.5,t
3,12,14,14,2,1,2,2,7,9,6,-0.84,-21.5,35.9,t
3,12,15,13,1,2,2,4,7,9,6,-1.33,-22.9,36,t
3,11,22,11,1,3,8,5,7,9,6,-2.91,-23.9,36.6,t
5,10,24,12,2,3,11,5,7,9,6,-4.32,-30.2,36.3,t
8,12,26,22,2,3,13,6,7,9,6,-7.32,-28.9,37.5,t
8,10,25,22,2,3,14,9,7,9,6,-8.11,-32.7,38.7,t
9,8,23,22,2,5,17,10,7,9,6,-2.21,-23.2,35.9,t
11,10,24,23,2,6,17,11,7,9,6,-3.44,-29.9,31.3,t
12,12,33,25,3,6,23,16,6,10,6,-2.62,-30.1,28.6,t
14,13,37,25,3,10,28,17,6,11,6,-13.6,-34.1,24.2,t
15,13,41,26,3,10,28,20,6,11,7,-17.8,-33.8,21.9,t
16,19,41,24,3,10,36,22,6,12,7,-23.9,-28.5,21.6,t
16,17,45,19,3,13,43,24,6,12,8,-20.5,-22,25.5,t
17,17,54,24,6,16,46,25,7,13,8,-21.7,-14.1,27.7,t
20,18,59,24,6,19,46,27,7,13,8,-18.8,-17.4,29.4,t
19,17,62,22,5,22,54,27,7,13,8,-20.7,-15.5,28.2,t
20,16,63,22,7,23,52,23,7,13,9,-24,-16.7,27.3,t
18,15,69,19,8,18,46,21,7,13,9,-25.8,-14.7,27,t
18,15,64,24,10,22,46,20,7,13,9,-25.1,-12.2,28.9,t
16,12,63,24,10,23,40,24,7,13,9,-27.9,-14.1,28.6,t
13,11,67,19,10,21,32,22,7,13,9,-28.8,-14.6,29.4,t
14,10,58,15,7,18,32,19,7,13,9,-29.7,-12.5,30.6,t
12,16,64,18,7,14,31,15,7,13,9,-30.9,-13,29.8,t
10,17,63,18,7,11,27,15,7,13,8,-31.6,-13.4,29.2,t
9,21,64,17,6,12,28,16,7,13,8,-31.3,-14.9,27.2,t
9,21,53,21,5,14,32,15,7,13,8,-31.2,-14,26.8,t
9,23,50,22,5,12,29,15,7,13,8,-32.3,-13.8,25.7,t
9,22,57,27,7,14,26,11,7,13,8,-32.2,-14.1,25.9,t
9,27,57,33,7,13,26,13,7,13,8,-32.1,-13.9,24,t
8,31,64,31,7,14,23,12,7,13,7,-29.8,-16,22.5,t
13,34,57,33,9,14,23,14,7,13,7,-30.3,-17.6,21.8,t
13,34,55,36,8,13,27,13,7,13,7,-28.1,-19.1,20.2,t
13,32,52,36,8,11,28,16,6,13,7,-27.8,-21.3,20.8,t
15,33,52,33,7,11,27,16,6,13,6,-25.8,-21.1,21.4,t
19,32,46,29,6,8,28,16,6,12,6,-24.7,-25.1,20.2,t
19,31,41,29,4,4,26,17,6,12,6,-23.7,-27.7,21.2,t
20,36,41,22,4,6,27,21,6,12,6,-20.1,-27.7,19.9,t
20,37,40,22,4,7,38,23,6,11,6,-15.8,-28.1,19.7,t
18,39,39,22,6,11,45,22,6,11,6,-13.6,-29.5,19,t
21,40,38,19,6,12,37,24,6,11,6,-12.8,-30,18.5,t
22,42,40,18,9,13,30,21,6,11,6,-13,-31.3,18.6,t
21,42,48,16,10,12,29,22,6,11,6,-14.1,-31.9,18.9,t
18,40,53,16,11,13,28,23,6,11,5,-14.6,-34.3,18.8,t
19,40,61,14,14,13,32,20,6,11,5,-15.6,-34.2,19.6,t
20,31,53,15,14,12,31,15,6,11,5,-15.7,-34.4,20,t
19,27,50,16,13,13,21,15,6,11,5,-16.9,-31.7,19.5,t
15,16,44,11,11,9,15,14,6,11,5,-16.5,-32,20,t
11,15,44,9,12,9,15,11,6,11,6,-17.4,-28.1,19.5,t
10,11,32,8,8,7,16,11,6,11,6,-18.5,-29.1,20.8,t
8,8,27,9,7,7,13,9,6,12,6,-18.2,-21.1,21.9,t
7,8,21,9,7,6,11,7,6,12,6,-20.1,-27.1,22.1,t
7,9,15,6,5,6,9,6,6,12,6,-20.7,-21.5,24.1,t
5,7,18,6,4,6,8,6,7,12,6,-18.4,-17.3,24,t
4,5,22,5,6,3,6,3,7,12,6,-18.9,-18.6,24.6,t
4,5,23,6,6,2,4,2,7,12,6,-19.5,-18.3,26.9,t
4,3,24,6,6,2,3,3,7,11,6,-19.5,-18.8,28.8,t
4,3,25,7,6,2,4,3,7,11,6,-19.8,-18.8,30.9,t
4,3,22,6,5,3,5,2,7,11,6,-16.5,-20.3,30.6,t
5,3,23,5,5,3,5,2,7,11,6,-15.1,-20.8,33.4,t
4,2,18,6,7,3,5,2,7,10,6,-11.7,-23,34.5,t
4,1,14,5,7,4,5,2,7,10,6,-10.4,-23,37.1,t
4,2,9,6,8,4,5,2,7,10,7,-9.94,-24.7,37.6,t
2,2,8,4,8,4,4,1,7,9,7,-4.9,-24.3,36.9,t
2,2,6,6,7,6,4,1,7,9,7,-7.62,-22.9,40.1,t
2,2,8,6,7,5,3,1,7,9,7,-2.79,-24.3,38.2,t
2,2,12,6,8,5,3,1,7,8,7,-2.87,-24.2,38.2,t
1,2,12,8,7,6,3,1,7,8,7,-0.469,-23.7,37.8,t
1,3,15,7,5,6,2,2,7,8,7,-1.84,-24.6,38,t
1,3,14,7,5,5,2,2,7,8,7,-1.56,-24.9,38.6,t
2,4,12,7,4,6,2,2,7,8,7,0.723,-23,39.7,t
2,3,12,8,4,4,2,2,7,8,7,-1.88,-24.6,40.2,t
2,4,13,8,4,3,1,2,7,8,7,0.801,-22.7,35.2,t
2,6,12,9,4,3,1,2,7,8,7,1.64,-22.4,35.4,t
3,8,9,9,4,2,1,2,7,8,7,0.586,-22.4,35.5,t
3,8,11,7,4,1,1,2,7,8,7,0.566,-21,36.8,t
3,8,10,9,4,1,1,1,7,9,7,-0.0195,-20.5,38,t
3,9,10,9,4,1,1,1,7,9,7,0.332,-21.7,37.6,t
2,8,12,9,3,1,1,1,7,9,7,0.254,-21.4,37.2,t
2,8,12,8,3,1,1,1,7,9,7,-0.195,-20.4,37.3,t
4,9,15,10,3,1,1,2,7,9,7,-1.39,-21.8,37.1,t
4,8,14,9,3,1,1,1,7,9,7,-0.996,-21.8,36.6,t
3,6,14,7,3,1,1,1,7,9,7,-1.15,-21.6,36.6,t
3,6,13,7,2,1,1,2,7,9,7,-0.898,-21.1,36.3,t
4,7,18,8,2,1,1,2,7,9,7,-0.449,-21,36.6,t
4,14,19,8,3,1,1,3,7,9,7,-1.31,-22.6,36,t
5,14,19,11,3,1,2,4,7,9,7,-2.03,-19.9,37.1,t
6,14,19,11,3,1,2,4,7,9,7,-1.54,-21.2,36.4,t
5,15,17,9,3,2,3,5,7,9,7,-2.19,-22,36.5,t
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,9,7,-0.313,-24.1,34,t
3,3,3,3,3,3,3,3,7,9,7,0.859,-24.5,33.9,t
3,3,3,3,3,3,3,3,7,9,7,-0.0195,-23.7,33.8,t
3,3,3,3,3,3,3,3,7,9,7,-1.19,-26.2,34,t
11,14,40,23,5,6,27,17,7,9,7,-1.29,-26.4,33.7,t
12,14,34,22,5,7,23,15,6,9,7,-0.703,-27.6,33.8,t
11,13,40,27,6,6,31,19,6,9,7,0.176,-26.2,33.8,t
